transactionHash,fromAddress,fromLabel,fromIsContract,toAddress,toLabel,toIsContract,tokenAddress,type,blockTimestamp,blockNumber,blockHash,tokenName,tokenSymbol,tokenDecimals,unitValue,tokenId,historicalUSD,chain
c02485c87f2846ee46b30b441dce77bbd307110b34b24a0031bdebf2a7de24a2,"bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev",bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev,false,bc1qnl4937a7wu5xmt40rv5vxzvpr27004zs8ae3da,BlackRock: IBIT Bitcoin ETF (bc1qn),false,,inflow,2024-07-09T00:34:19Z,851326,000000000000000000002c7d5912a5c42dea2164af4dafc85ad2ac6e1b6fd035,Bitcoin,BTC,8,0.00000546,bitcoin,0.3076983,bitcoin
5ec0aaba34d43430d9438178dbbd06220fc9d569f7678348b52061668b6a7828,"bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev",bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev,false,bc1qwpkl9p4mscxuz5udfqj2qmxtrlqgnjhagdjk56,BlackRock: IBIT Bitcoin ETF (bc1qw),false,,inflow,2024-07-09T00:29:52Z,851324,0000000000000000000285b3cf278f90b67e475ee5dca792baf2ecc4e5773624,Bitcoin,BTC,8,0.00000546,bitcoin,0.30808596,bitcoin
5f838b83690482b56612f69c330a688e5c7008d503f596e3e9309abd8abbda11,"bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev",bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev,false,bc1qs4kgtvl9pmaat4k7cn9kukqn3p7z8hvs8993su,BlackRock: IBIT Bitcoin ETF (bc1qs),false,,inflow,2024-07-08T11:41:31Z,851248,00000000000000000002db9c5ac0ee07192cba5f9ef5d83041b33cced410ce9d,Bitcoin,BTC,8,0.00000546,bitcoin,0.31167864,bitcoin
5f838b83690482b56612f69c330a688e5c7008d503f596e3e9309abd8abbda11,"bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev",bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev,false,bc1ql0p2vdk8my392pu44p86ayzs62egkp55h0mhjx,BlackRock: IBIT Bitcoin ETF (bc1ql),false,,inflow,2024-07-08T11:41:31Z,851248,00000000000000000002db9c5ac0ee07192cba5f9ef5d83041b33cced410ce9d,Bitcoin,BTC,8,0.00000546,bitcoin,0.31167864,bitcoin
5f838b83690482b56612f69c330a688e5c7008d503f596e3e9309abd8abbda11,"bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev",bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev,false,bc1qde0r8nuav0n0eywhg4k7peu7kvz7usdv4w7ftu,BlackRock: IBIT Bitcoin ETF (bc1qd),false,,inflow,2024-07-08T11:41:31Z,851248,00000000000000000002db9c5ac0ee07192cba5f9ef5d83041b33cced410ce9d,Bitcoin,BTC,8,0.00000546,bitcoin,0.31167864,bitcoin
5f838b83690482b56612f69c330a688e5c7008d503f596e3e9309abd8abbda11,"bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev",bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev,false,bc1qcyqhp0cla20s00k038km8vmx4kvpz2t8dkg7t4,BlackRock: IBIT Bitcoin ETF (bc1qc),false,,inflow,2024-07-08T11:41:31Z,851248,00000000000000000002db9c5ac0ee07192cba5f9ef5d83041b33cced410ce9d,Bitcoin,BTC,8,0.00000546,bitcoin,0.31167864,bitcoin
a26ddc47db8c554c3a52f6e87fd93791b1dd579e27f7ce2b894312059431fdfd,"bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev",bc1p9526yqq6jzkrl9rv7kj2v25j9hnzs9qz39ufjlrds87436qn74jqeqq4ev,false,bc1q244lhqhrx64mglmrfzwuss5n8j6h7w3yc7vksp,BlackRock: IBIT Bitcoin ETF (bc1q2),false,,inflow,2024-07-08T11:11:42Z,851246,0000000000000000000277f8438837432e3c70ceaf820e463fed5d9225db1e2e,Bitcoin,BTC,8,0.00000546,bitcoin,0.31210452,bitcoin
c6e818a3a5662b1e8c1a252e45da6373543914b1e5521e9590c622b383b7ef30,"3J7cUjBZxvGRCwFBz3q23zAsnhFfZrDSSU",Coinbase Prime: Custody Gas Supplier (3J7cU),false,bc1qx9hukgegp9zmg6gdrjy3xcu2latk4fs8944xps,BlackRock: IBIT Bitcoin ETF (bc1qx),false,,inflow,2024-07-08T10:31:45Z,851244,000000000000000000023f4d09f296503311fff6153846b1b1c6d42fd46eaa07,Bitcoin,BTC,8,0.00011178,bitcoin,6.42891492,bitcoin
e93c478b965009766132ded418a5afe10e30528723bda75f1bf6e93fb90dfb28,"1C6JA2adcU9R7HJ4c9CZVzT2HJZwGLCLqV",BlackRock: IBIT Bitcoin ETF (1C6JA),false,bc1qx9hukgegp9zmg6gdrjy3xcu2latk4fs8944xps,BlackRock: IBIT Bitcoin ETF (bc1qx),false,,inflow,2024-07-08T10:27:46Z,851242,00000000000000000000b764146a38788440833c69ce46290e653b4b448b247f,Bitcoin,BTC,8,601.45602903,bitcoin,34639055.62389576,bitcoin
e93c478b965009766132ded418a5afe10e30528723bda75f1bf6e93fb90dfb28,1C6JA2adcU9R7HJ4c9CZVzT2HJZwGLCLqV,BlackRock: IBIT Bitcoin ETF (1C6JA),false,"36YZXcTVLPdyapYuqXdJEt46oMVB2NrzVv,bc1qx9hukgegp9zmg6gdrjy3xcu2latk4fs8944xps",BlackRock: IBIT Bitcoin ETF (bc1qx) (+1),false,,outflow,2024-07-08T10:27:46Z,851242,00000000000000000000b764146a38788440833c69ce46290e653b4b448b247f,Bitcoin,BTC,8,661.55953955,bitcoin,38100537.0017636,bitcoin
